0,1,2,3,4,5,6,7,8,9,cluster
0.6729264475743348,0.5741274415626001,0.5380197427460366,0.0625,0.3121423114656137,0.000421875,0.0563578274760383,0.888876541837982,0.3513215179459051,0.2066562673179942,6
0.3067292644757434,0.4972782580851745,0.4874065210888424,0.045703125,0.8386882411844139,0.9458333333333334,0.417252396166134,0.2321369041004556,0.6258750128552328,0.7832633771884814,2
0.8575899843505479,0.5538477959227239,0.6118456476218965,0.0769531249999999,0.6337512897331661,0.165625,0.2204472843450478,0.7755306145127238,0.287772102430496,0.3424216456969273,6
0.4100156494522691,0.728893158287971,0.8031109781633263,0.0347656249999999,0.0723052059058365,0.5989583333333334,0.1169329073482427,0.1599066562951439,0.4958623290254018,0.3963280720839063,5
0.6291079812206573,0.814281139929555,0.6169309003888722,0.066015625,0.1254670685595265,0.0180208333333333,0.0847284345047923,0.722191354594955,0.580041822357821,0.1912419695819051,4
0.6838810641627542,0.5132885046429716,0.8338618007777445,0.0191406249999999,0.4460615074634588,0.0,0.1233226837060702,0.7821980220024448,0.2327654177093688,0.0740927936618706,6
0.6009389671361502,0.4054861778204718,0.3748130421776848,0.287109375,0.0310134538065009,0.8854166666666667,0.1961661341853034,1.0,0.2929416201021563,0.4355975862564396,2
0.6447574334898278,0.5719927420215605,0.6031708046664673,0.0382812499999999,0.8224556113664934,9.697916666666668e-05,0.0630031948881788,0.5643960440048894,0.2976037845805765,0.3764521458919152,1
0.7730829420970267,0.5912050378909168,0.6820819623093031,0.028125,0.7027399664593287,0.8093750000000001,0.5642172523961659,0.9922213579286588,0.3701827157108086,0.2046576424950226,2
0.5868544600938967,0.4684598142811399,0.3844451091833682,0.0515624999999999,0.1924266665584491,0.440625,0.4402555910543129,0.4299366596288477,0.4893901477494772,0.4013900576753351,5
0.6901408450704225,0.6072152844487139,0.5374214777146277,0.0328124999999999,0.002261408241509,0.2041666666666667,0.0461341853035143,0.6677408600955663,0.3661581707860546,0.670781080027093,6
0.6964006259780908,0.819617888782154,0.8970385880945259,0.01953125,0.0034788554778531,0.228125,0.1028753993610223,0.7488609845538394,0.400719893044462,0.270306951827754,6
0.6071987480438186,0.4599210161169816,0.7146874065210889,0.03046875,0.5099774873715213,0.0473958333333333,0.5948881789137379,0.5755083898210912,0.3371567652805869,0.1757173498080909,6
0.4679186228482003,0.1898815241754723,0.1676338618007778,0.0441406249999999,0.6540420770055668,0.7520833333333333,0.1565495207667731,0.2699188798755417,0.3932124370093586,0.222881303749923,2
0.5743348982785603,0.3659942363112392,0.344361352078971,0.022265625,0.7189725962772493,0.0855208333333333,0.089329073482428,0.1654628292032448,0.2427342223441088,0.1806767102481475,3
0.4178403755868544,0.6392357775643079,0.7422075979658989,0.0128906249999999,0.396349078646077,0.0158333333333333,0.1437699680511181,0.5977330814534949,0.5595420109012376,0.1998496541532398,4
0.4287949921752739,0.4054861778204718,0.6899192342207598,0.0601562499999999,0.2208337687398102,2.1875e-06,0.0939297124600638,0.4354928325369485,0.4012683829830996,0.6314063750744032,0
0.591549295774648,0.2507204610951009,0.2128028716721508,0.0554687499999999,1.0,1.0,0.1424920127795526,0.5677297477497499,0.4881011963936785,0.2506670634839186,2
0.7198748043818466,0.7139502615006939,0.5976069398743644,0.0265625,0.0272596581611068,0.3260416666666667,0.0874121405750798,0.7777530836759641,0.4878200953001268,0.4634449210812585,6
0.6291079812206573,0.7726544988792828,0.7855219862399043,0.01171875,0.0042397600005681,0.7697916666666668,0.3610223642172523,0.771085676186243,0.4967330568029893,0.400499784487182,5
0.9405320813771518,0.3745330344753976,0.4744839964104098,0.0796875,0.1031472025598857,0.0561458333333333,0.1450479233226836,0.6644071563507058,0.3732474032429467,0.1978843825044641,6
0.619718309859155,0.3766677340164372,0.3776248878253067,0.033203125,0.4734540702811999,0.7208333333333333,0.0695207667731629,0.0120013334814979,0.3867882486030647,0.3874663902629257,2
